job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
NLP Engineer,55576,EUR,EN,PT,France,L,Japan,0,"Git, PyTorch, MLOps, NLP",Bachelor,0,Retail,2025-03-09,2025-05-02,2283,9.9,Quantum Computing Inc
Data Scientist,23025,USD,MI,FT,India,S,Denmark,100,"Linux, Hadoop, Python, Computer Vision",Associate,4,Consulting,2024-04-04,2024-05-15,1444,5.5,Machine Intelligence Group
Head of AI,33804,USD,EN,CT,India,S,India,0,"NLP, PyTorch, SQL",Associate,1,Government,2024-11-11,2025-01-01,580,8.6,Digital Transformation LLC
Machine Learning Researcher,190752,USD,SE,PT,Denmark,M,Denmark,100,"TensorFlow, Spark, Deep Learning",Master,9,Gaming,2025-01-05,2025-02-01,1336,7.6,DeepTech Ventures
Robotics Engineer,75714,USD,EN,FT,Denmark,M,Denmark,100,"Python, GCP, Scala, Deep Learning, Hadoop",Bachelor,0,Gaming,2024-10-29,2024-12-21,1951,8.8,Quantum Computing Inc
AI Research Scientist,86185,USD,MI,FL,Israel,L,Israel,50,"Statistics, Computer Vision, Data Visualization, Scala, MLOps",Bachelor,4,Government,2024-09-06,2024-11-18,552,5.6,Neural Networks Co
Computer Vision Engineer,117343,USD,MI,PT,Norway,L,Norway,0,"Docker, Computer Vision, MLOps",Associate,2,Energy,2024-04-02,2024-06-01,515,6.7,AI Innovations
Head of AI,105406,AUD,SE,CT,Australia,S,Australia,100,"Docker, MLOps, NLP, Java, R",Master,7,Telecommunications,2024-01-19,2024-03-27,2213,7.6,Quantum Computing Inc
AI Product Manager,158916,USD,SE,CT,Sweden,L,Switzerland,100,"Mathematics, R, Statistics",Associate,6,Media,2025-03-17,2025-05-25,2166,9.4,Cognitive Computing
Computer Vision Engineer,89964,EUR,MI,CT,Netherlands,M,Romania,100,"Java, GCP, Mathematics",Master,2,Energy,2024-03-26,2024-04-28,1914,7.8,Cloud AI Solutions
NLP Engineer,105192,GBP,MI,PT,United Kingdom,S,United Kingdom,50,"Kubernetes, TensorFlow, Hadoop, Linux",Master,2,Media,2024-05-21,2024-06-27,845,5.2,DataVision Ltd
AI Research Scientist,120310,USD,MI,PT,Norway,M,China,50,"GCP, Data Visualization, AWS",Associate,3,Telecommunications,2024-06-28,2024-07-25,2080,5.8,Cognitive Computing
Research Scientist,104147,USD,SE,FT,Australia,S,United Kingdom,50,"Data Visualization, GCP, PyTorch, Statistics",Associate,7,Healthcare,2025-03-13,2025-03-31,1642,5.6,Digital Transformation LLC
AI Product Manager,57284,USD,MI,FT,Austria,S,Austria,50,"Spark, SQL, Java",Bachelor,2,Real Estate,2024-01-18,2024-03-27,1001,8.8,TechCorp Inc
AI Software Engineer,75683,USD,SE,FT,China,M,China,0,"Git, Kubernetes, PyTorch",Master,6,Consulting,2025-01-26,2025-02-21,2397,7.0,Advanced Robotics
Principal Data Scientist,148317,USD,EX,FT,United States,S,China,0,"MLOps, Tableau, Python, Docker, Linux",Bachelor,10,Government,2024-01-12,2024-02-04,1930,9.4,Neural Networks Co
Machine Learning Researcher,97819,USD,SE,FL,Ireland,S,Ireland,0,"Deep Learning, Git, GCP, Linux",Bachelor,9,Retail,2024-08-28,2024-09-14,1494,7.2,AI Innovations
Research Scientist,21657,USD,EN,CT,India,L,India,50,"TensorFlow, Java, PyTorch, GCP",Bachelor,0,Real Estate,2024-01-08,2024-02-04,790,5.1,DataVision Ltd
Data Scientist,102655,JPY,MI,CT,Japan,L,Canada,50,"Kubernetes, R, PyTorch, GCP, Java",Master,4,Retail,2025-01-12,2025-02-01,864,6.5,Cloud AI Solutions
Computer Vision Engineer,113590,CHF,MI,FL,Switzerland,M,France,0,"Git, Computer Vision, PyTorch",Bachelor,4,Gaming,2025-01-17,2025-03-20,2437,5.8,AI Innovations
Data Scientist,57204,USD,EN,PT,Sweden,M,Sweden,50,"Kubernetes, Git, Linux",Master,1,Media,2024-10-17,2024-11-23,1756,7.7,Algorithmic Solutions
Data Analyst,148775,SGD,SE,CT,Singapore,L,France,0,"Java, PyTorch, Scala",Associate,5,Real Estate,2024-01-07,2024-01-26,1222,6.3,Smart Analytics
AI Consultant,96731,USD,EN,FL,United States,L,United States,50,"Java, R, SQL, Docker",Associate,0,Real Estate,2024-07-19,2024-08-13,2423,5.2,Algorithmic Solutions
Head of AI,305915,USD,EX,CT,Switzerland,S,Netherlands,100,"Python, TensorFlow, Java, Hadoop",Master,12,Media,2024-08-13,2024-09-11,578,6.8,AI Innovations
Robotics Engineer,79039,EUR,EN,CT,Germany,L,Germany,100,"SQL, Azure, NLP, Scala, AWS",PhD,1,Finance,2024-07-25,2024-09-25,749,8.7,Smart Analytics
Data Engineer,121528,EUR,SE,FT,Germany,M,Germany,0,"TensorFlow, Kubernetes, Computer Vision, Tableau, Data Visualization",Associate,7,Energy,2025-04-03,2025-06-07,1250,5.6,Advanced Robotics
Autonomous Systems Engineer,243685,USD,SE,CT,Switzerland,L,Switzerland,0,"Python, Linux, Docker, Scala",Associate,6,Government,2025-04-08,2025-04-22,1473,9.2,Future Systems
AI Software Engineer,67249,EUR,MI,FT,France,S,France,100,"Data Visualization, Spark, Tableau",Master,2,Gaming,2024-02-12,2024-03-05,1835,8.3,Quantum Computing Inc
Research Scientist,57287,EUR,EN,FL,France,M,France,0,"AWS, PyTorch, Computer Vision, GCP, Scala",Associate,1,Technology,2024-10-15,2024-12-08,1413,7.1,Machine Intelligence Group
ML Ops Engineer,98946,USD,MI,FT,Switzerland,S,Switzerland,50,"SQL, Spark, Hadoop, Tableau",Bachelor,3,Manufacturing,2024-08-16,2024-09-17,2372,5.2,DeepTech Ventures
Data Engineer,65785,EUR,EN,PT,Netherlands,M,Switzerland,0,"Kubernetes, Scala, R, Docker, Deep Learning",PhD,1,Energy,2024-05-25,2024-06-12,2319,9.6,Algorithmic Solutions
Deep Learning Engineer,202230,USD,EX,PT,Israel,L,Austria,100,"PyTorch, TensorFlow, R, Git, Hadoop",Associate,16,Energy,2024-02-25,2024-04-16,1953,8.4,Cognitive Computing
AI Architect,59837,USD,SE,CT,China,S,China,50,"R, Tableau, Python, TensorFlow",PhD,8,Healthcare,2024-12-01,2025-01-26,1409,7.7,Neural Networks Co
NLP Engineer,117863,EUR,SE,PT,Germany,L,Germany,0,"Docker, GCP, Deep Learning, Kubernetes, SQL",Bachelor,5,Government,2025-03-17,2025-04-23,649,5.2,Algorithmic Solutions
Data Scientist,108812,GBP,SE,FT,United Kingdom,S,Turkey,100,"SQL, R, Data Visualization, Azure",Associate,5,Technology,2025-01-05,2025-01-26,654,6.5,Digital Transformation LLC
Computer Vision Engineer,93834,CAD,MI,PT,Canada,L,Canada,100,"TensorFlow, PyTorch, AWS",Associate,2,Gaming,2024-09-01,2024-10-21,1303,5.8,Smart Analytics
AI Architect,123589,CHF,MI,CT,Switzerland,M,Ireland,0,"Linux, Mathematics, Data Visualization, Docker, PyTorch",PhD,3,Government,2024-06-25,2024-08-22,1871,9.7,Advanced Robotics
Machine Learning Engineer,53961,USD,MI,CT,Austria,S,Austria,100,"Deep Learning, Computer Vision, AWS",Associate,4,Transportation,2025-03-09,2025-03-26,945,6.2,Predictive Systems
Research Scientist,89276,USD,MI,CT,Canada,M,Canada,0,"Python, GCP, NLP, Computer Vision",Bachelor,4,Real Estate,2024-03-10,2024-04-13,1623,6.9,Machine Intelligence Group
Deep Learning Engineer,103678,EUR,SE,CT,France,M,Denmark,100,"Python, Git, TensorFlow, SQL, MLOps",Bachelor,9,Energy,2024-06-25,2024-09-02,514,5.5,Predictive Systems
Autonomous Systems Engineer,127560,USD,MI,CT,United States,L,United States,0,"GCP, AWS, Hadoop",Bachelor,4,Healthcare,2024-02-01,2024-02-26,727,6.2,Digital Transformation LLC
Deep Learning Engineer,109853,USD,MI,FL,Switzerland,S,Switzerland,50,"PyTorch, Spark, Python, SQL, Tableau",Master,2,Telecommunications,2024-07-03,2024-07-19,2123,8.2,Algorithmic Solutions
Head of AI,103856,USD,MI,CT,Ireland,M,Ireland,50,"Computer Vision, Azure, Python, Linux",PhD,3,Retail,2024-10-25,2024-12-04,928,6.4,Digital Transformation LLC
Research Scientist,133879,SGD,SE,FT,Singapore,S,Singapore,100,"Docker, Scala, GCP, Deep Learning",Bachelor,9,Automotive,2024-09-25,2024-11-22,1927,5.1,Machine Intelligence Group
Data Engineer,151102,CHF,SE,CT,Switzerland,S,China,0,"SQL, TensorFlow, AWS, NLP",Associate,6,Real Estate,2024-12-19,2025-01-24,1992,8.7,Advanced Robotics
Data Engineer,105428,JPY,MI,PT,Japan,L,Japan,0,"SQL, Python, Java, Tableau, TensorFlow",Associate,4,Technology,2025-03-29,2025-04-29,1302,5.6,Future Systems
ML Ops Engineer,70934,USD,EN,PT,United States,S,United States,50,"AWS, Git, TensorFlow, SQL, Mathematics",Bachelor,0,Media,2024-09-14,2024-10-07,2413,8.2,Future Systems
Principal Data Scientist,50884,USD,EN,PT,Finland,L,Japan,50,"GCP, Hadoop, Docker",Associate,0,Energy,2025-03-03,2025-03-18,1668,7.6,Predictive Systems
AI Software Engineer,93470,AUD,MI,CT,Australia,M,Australia,0,"MLOps, R, Tableau",Master,4,Media,2024-11-29,2024-12-22,1805,8.1,Digital Transformation LLC
AI Software Engineer,61895,USD,EN,CT,Canada,M,Ireland,100,"Deep Learning, AWS, Mathematics, Python, Docker",Master,1,Media,2024-11-20,2025-01-11,1268,5.2,TechCorp Inc
AI Specialist,45630,EUR,EN,FT,France,S,France,0,"TensorFlow, GCP, Linux",Associate,1,Healthcare,2024-07-04,2024-07-29,676,6.1,Smart Analytics
NLP Engineer,126229,USD,MI,CT,United States,L,United States,100,"Kubernetes, Python, Tableau, Hadoop, Azure",PhD,3,Healthcare,2024-11-21,2025-01-03,1068,9.4,TechCorp Inc
AI Specialist,65112,USD,EN,FT,Austria,L,Germany,50,"Computer Vision, Statistics, Hadoop, Deep Learning, Kubernetes",PhD,1,Healthcare,2024-02-07,2024-02-23,1947,6.4,Digital Transformation LLC
Robotics Engineer,66901,USD,MI,FT,South Korea,L,South Korea,0,"Linux, Spark, NLP, GCP, Mathematics",PhD,2,Healthcare,2024-12-20,2025-02-08,2216,6.2,TechCorp Inc
Computer Vision Engineer,129465,EUR,EX,FT,France,M,France,0,"Tableau, Linux, R",Bachelor,16,Finance,2024-12-15,2025-02-16,2113,5.4,Autonomous Tech
Data Analyst,156162,USD,EX,CT,Singapore,S,Germany,50,"Docker, Python, Computer Vision, NLP",Master,19,Finance,2024-06-18,2024-07-28,2210,7.9,Neural Networks Co
ML Ops Engineer,44804,USD,EN,PT,Japan,M,Japan,0,"Python, Java, MLOps, AWS",Bachelor,0,Energy,2024-05-07,2024-07-19,678,6.8,Smart Analytics
ML Ops Engineer,117641,USD,SE,CT,Japan,L,France,50,"Computer Vision, Azure, Hadoop, Mathematics, SQL",Master,5,Technology,2024-06-15,2024-07-10,765,6.8,Advanced Robotics
Machine Learning Engineer,113403,EUR,MI,CT,Netherlands,L,Netherlands,100,"GCP, Computer Vision, Mathematics, SQL, Scala",Bachelor,3,Real Estate,2024-05-05,2024-07-10,2473,9.6,Smart Analytics
Deep Learning Engineer,308880,CHF,EX,FT,Switzerland,S,Switzerland,0,"Deep Learning, Docker, AWS, Mathematics, Statistics",Associate,15,Automotive,2024-05-29,2024-07-01,1649,9.1,Smart Analytics
AI Specialist,47359,USD,EN,FT,Japan,M,Japan,0,"R, Computer Vision, Python, Data Visualization",PhD,1,Transportation,2024-09-14,2024-10-16,2345,5.3,Advanced Robotics
Machine Learning Engineer,135669,CHF,MI,FT,Switzerland,S,Switzerland,0,"Kubernetes, SQL, Computer Vision, PyTorch",Bachelor,4,Transportation,2024-06-19,2024-07-10,1965,5.8,Autonomous Tech
Machine Learning Engineer,31201,USD,MI,FL,India,M,India,0,"Linux, GCP, Data Visualization",Bachelor,4,Retail,2024-01-18,2024-02-12,1186,6.2,Advanced Robotics
Principal Data Scientist,150523,EUR,EX,CT,France,S,France,100,"Java, NLP, AWS",Master,18,Education,2024-11-20,2024-12-30,1927,6.8,Neural Networks Co
AI Architect,74388,USD,MI,FT,China,M,China,0,"Data Visualization, Linux, Git, PyTorch, Java",Master,3,Real Estate,2024-04-14,2024-05-13,1111,6.9,TechCorp Inc
AI Research Scientist,85615,EUR,MI,PT,France,M,France,100,"Deep Learning, NLP, MLOps, Statistics, Kubernetes",Master,3,Gaming,2024-10-17,2024-11-24,2387,9.4,Predictive Systems
Deep Learning Engineer,67971,USD,SE,PT,India,S,India,0,"Java, Python, MLOps",PhD,9,Retail,2024-04-09,2024-04-25,1619,7.5,AI Innovations
AI Product Manager,126109,USD,SE,FT,Sweden,S,Sweden,0,"Hadoop, Docker, TensorFlow, Mathematics, Linux",Bachelor,6,Finance,2024-07-21,2024-09-18,1027,6.3,Algorithmic Solutions
AI Research Scientist,147863,USD,EX,FT,Israel,M,Israel,0,"Python, GCP, Deep Learning, Tableau, TensorFlow",Master,19,Manufacturing,2024-09-29,2024-11-29,1637,5.3,Future Systems
Research Scientist,86820,USD,MI,FT,Ireland,L,Ireland,0,"Tableau, MLOps, SQL, Java, GCP",Master,4,Education,2024-02-06,2024-04-10,944,6.0,Cognitive Computing
AI Consultant,110047,JPY,MI,FT,Japan,L,Japan,0,"Scala, Azure, Deep Learning, Linux",PhD,3,Education,2024-08-23,2024-10-11,2493,7.8,TechCorp Inc
Data Engineer,85536,USD,EN,FL,Finland,L,Finland,100,"MLOps, GCP, SQL",PhD,1,Automotive,2025-01-19,2025-03-17,1202,5.8,Future Systems
AI Product Manager,71286,USD,SE,FT,Ireland,S,Ireland,0,"NLP, Tableau, GCP",Bachelor,9,Automotive,2024-07-24,2024-08-26,1941,5.9,Advanced Robotics
AI Product Manager,170126,CHF,SE,FT,Switzerland,M,Switzerland,0,"Data Visualization, Statistics, NLP, MLOps",Associate,9,Healthcare,2024-03-14,2024-05-15,1405,5.6,Digital Transformation LLC
AI Specialist,147631,USD,SE,FT,Finland,L,Finland,50,"Scala, Deep Learning, Java, Azure, PyTorch",PhD,5,Automotive,2024-03-18,2024-04-10,834,7.5,Digital Transformation LLC
AI Specialist,135482,USD,SE,CT,Denmark,S,Denmark,0,"Java, Kubernetes, Hadoop",Master,5,Healthcare,2024-09-03,2024-09-17,1042,5.9,Cloud AI Solutions
Machine Learning Engineer,109612,USD,SE,PT,Sweden,M,Argentina,50,"Python, Data Visualization, Git, Spark, GCP",Bachelor,6,Transportation,2024-06-27,2024-08-13,1783,10.0,Neural Networks Co
ML Ops Engineer,123821,EUR,SE,FT,Austria,M,Austria,50,"Kubernetes, Spark, MLOps, NLP",Bachelor,8,Technology,2024-03-08,2024-05-09,2226,8.8,AI Innovations
NLP Engineer,134597,USD,EX,FL,Finland,S,Finland,0,"GCP, Java, PyTorch",Associate,14,Gaming,2024-03-07,2024-04-01,1997,6.2,TechCorp Inc
Principal Data Scientist,132818,SGD,SE,CT,Singapore,M,Singapore,0,"Linux, MLOps, Scala, Data Visualization",PhD,5,Real Estate,2024-12-06,2025-01-29,1896,8.9,Neural Networks Co
Data Engineer,116829,USD,MI,FT,United States,S,United States,100,"GCP, MLOps, AWS",Bachelor,2,Manufacturing,2024-02-02,2024-02-23,2179,5.6,Algorithmic Solutions
Research Scientist,99042,EUR,MI,PT,France,M,France,100,"Docker, Hadoop, Computer Vision",Bachelor,4,Government,2024-01-17,2024-03-19,1864,6.0,Predictive Systems
Robotics Engineer,124696,EUR,SE,FT,Netherlands,S,Argentina,0,"PyTorch, Python, Computer Vision",PhD,6,Automotive,2024-05-17,2024-07-09,1117,5.5,TechCorp Inc
Research Scientist,76846,USD,EN,FT,United States,S,United States,100,"PyTorch, Java, Azure, NLP",Associate,0,Retail,2024-04-10,2024-06-18,2419,8.3,Smart Analytics
Autonomous Systems Engineer,72106,SGD,MI,CT,Singapore,S,Singapore,0,"Data Visualization, Python, AWS, GCP, TensorFlow",Associate,4,Government,2024-01-04,2024-03-10,2323,9.6,TechCorp Inc
ML Ops Engineer,82342,USD,MI,PT,Austria,L,Israel,0,"Deep Learning, Linux, Azure, TensorFlow",Bachelor,4,Government,2024-12-09,2025-01-15,2020,5.2,Machine Intelligence Group
Data Scientist,96374,EUR,MI,PT,Germany,S,Germany,0,"Deep Learning, SQL, Git, PyTorch",Associate,3,Retail,2024-05-08,2024-06-08,744,8.8,TechCorp Inc
AI Architect,98760,USD,MI,FT,Sweden,L,Japan,50,"Git, SQL, Linux, Scala, Statistics",Associate,4,Manufacturing,2024-07-04,2024-08-25,1192,5.2,DataVision Ltd
Head of AI,87169,USD,SE,CT,Finland,M,Finland,100,"Git, Python, MLOps, Scala",Master,7,Real Estate,2024-06-10,2024-07-07,1643,7.6,Neural Networks Co
Data Analyst,113391,JPY,MI,PT,Japan,M,Japan,100,"Scala, Data Visualization, Git, Spark",Master,3,Automotive,2024-04-11,2024-05-16,865,8.5,Future Systems
AI Research Scientist,70446,USD,EN,PT,South Korea,L,South Korea,0,"Python, Git, TensorFlow, GCP, PyTorch",Master,1,Energy,2024-11-08,2024-11-27,688,8.3,Digital Transformation LLC
NLP Engineer,130100,USD,MI,FT,Denmark,L,Denmark,50,"PyTorch, Hadoop, Linux, TensorFlow, Azure",Master,4,Finance,2024-07-19,2024-09-09,1062,6.2,DeepTech Ventures
Research Scientist,126567,JPY,MI,PT,Japan,L,Netherlands,50,"PyTorch, Data Visualization, Kubernetes",Associate,3,Telecommunications,2024-12-15,2024-12-29,2386,7.1,Cognitive Computing
AI Research Scientist,43403,USD,MI,FT,China,S,China,0,"Git, NLP, Docker, TensorFlow, AWS",Bachelor,3,Technology,2024-01-20,2024-03-04,2127,5.5,Cognitive Computing
Computer Vision Engineer,87288,GBP,MI,PT,United Kingdom,M,Egypt,0,"Statistics, Kubernetes, Tableau, Linux",Master,4,Energy,2024-08-22,2024-09-09,1983,8.5,Cloud AI Solutions
Deep Learning Engineer,132939,USD,SE,FT,Canada,M,Canada,50,"Git, R, Statistics, Scala",Associate,5,Technology,2024-07-14,2024-08-08,828,9.3,DataVision Ltd
Robotics Engineer,108278,GBP,MI,PT,United Kingdom,M,United Kingdom,0,"Scala, R, SQL, AWS, Tableau",Master,2,Manufacturing,2024-05-03,2024-06-19,799,9.8,TechCorp Inc
AI Software Engineer,116101,USD,MI,FT,Norway,L,Norway,0,"MLOps, Python, Data Visualization, NLP, TensorFlow",Master,4,Manufacturing,2024-07-11,2024-08-14,527,6.6,DeepTech Ventures
NLP Engineer,97172,GBP,EN,PT,United Kingdom,L,United Kingdom,100,"Statistics, Linux, Mathematics, Tableau, Kubernetes",PhD,0,Retail,2024-02-14,2024-04-02,819,7.2,DeepTech Ventures
AI Consultant,43884,USD,EN,PT,Finland,L,Finland,100,"Hadoop, GCP, Java",Associate,1,Real Estate,2024-02-25,2024-03-20,984,8.6,Neural Networks Co
AI Specialist,107262,USD,SE,CT,South Korea,M,South Korea,50,"Java, Computer Vision, Mathematics",PhD,5,Government,2024-12-02,2024-12-30,2342,9.6,Neural Networks Co
AI Consultant,73952,EUR,MI,CT,France,M,France,0,"Python, Azure, Mathematics",Associate,3,Automotive,2025-01-06,2025-02-07,1653,9.4,Smart Analytics
NLP Engineer,197785,USD,EX,CT,India,L,Canada,50,"Docker, Java, Tableau, Scala",PhD,10,Government,2025-04-11,2025-05-03,2320,8.4,Quantum Computing Inc
Data Analyst,66052,USD,MI,FT,Finland,S,Finland,100,"Java, MLOps, Scala, Azure, Deep Learning",Associate,4,Healthcare,2024-10-04,2024-11-12,1931,5.3,DataVision Ltd
Data Analyst,176476,EUR,SE,PT,Netherlands,L,Netherlands,0,"PyTorch, AWS, Deep Learning, Statistics",PhD,6,Consulting,2024-01-09,2024-03-07,1914,5.2,Neural Networks Co
Computer Vision Engineer,86583,EUR,MI,CT,France,S,France,50,"NLP, TensorFlow, R",Bachelor,4,Automotive,2025-04-07,2025-04-23,541,9.4,TechCorp Inc
AI Architect,105421,SGD,MI,FL,Singapore,M,Singapore,50,"NLP, TensorFlow, Tableau",Associate,3,Transportation,2025-03-20,2025-04-19,1425,7.0,Cognitive Computing
Autonomous Systems Engineer,37060,USD,EN,CT,China,S,China,0,"Spark, Hadoop, Data Visualization, NLP",PhD,1,Healthcare,2024-04-18,2024-06-20,1458,6.1,Cognitive Computing
Autonomous Systems Engineer,99393,EUR,MI,FT,Germany,L,Germany,0,"Statistics, Java, AWS",PhD,4,Telecommunications,2024-07-07,2024-09-09,1743,8.3,Algorithmic Solutions
AI Consultant,133312,USD,MI,FT,Denmark,L,Denmark,100,"Java, PyTorch, NLP, Git, Scala",Bachelor,3,Telecommunications,2024-03-23,2024-06-01,2373,7.1,Future Systems
Data Scientist,79958,USD,EN,CT,Denmark,S,Denmark,0,"Python, Linux, Hadoop, Mathematics",Bachelor,0,Telecommunications,2025-04-20,2025-06-30,2230,5.9,Neural Networks Co
AI Software Engineer,132545,SGD,MI,FT,Singapore,L,United Kingdom,0,"AWS, Kubernetes, NLP, Azure",Bachelor,4,Consulting,2025-02-03,2025-02-21,2499,5.5,Smart Analytics
Autonomous Systems Engineer,70525,USD,MI,CT,India,M,Ireland,0,"Linux, NLP, Data Visualization",Associate,4,Real Estate,2024-12-04,2025-02-14,2015,5.5,DataVision Ltd
ML Ops Engineer,72809,EUR,EN,PT,Netherlands,L,Ireland,0,"R, Kubernetes, TensorFlow",Master,1,Finance,2024-08-19,2024-10-30,722,5.2,Machine Intelligence Group
AI Product Manager,90320,USD,SE,CT,Israel,S,South Korea,0,"Mathematics, Docker, Tableau, Statistics, R",Master,9,Technology,2024-02-11,2024-04-05,1373,6.6,Cognitive Computing
Autonomous Systems Engineer,88386,GBP,MI,FT,United Kingdom,S,United Kingdom,0,"Statistics, Mathematics, Tableau",Bachelor,2,Technology,2024-06-08,2024-07-06,1334,6.9,Autonomous Tech
Head of AI,38972,USD,MI,FT,India,L,India,0,"Kubernetes, Mathematics, TensorFlow, MLOps",PhD,4,Real Estate,2024-01-28,2024-03-09,2163,7.1,AI Innovations
Computer Vision Engineer,51158,USD,EN,FT,Singapore,S,Singapore,0,"MLOps, SQL, Java, Hadoop",Master,0,Finance,2025-04-03,2025-06-03,678,9.4,Digital Transformation LLC
ML Ops Engineer,57198,USD,SE,CT,China,M,China,0,"Mathematics, Scala, Kubernetes",PhD,7,Education,2024-05-14,2024-06-21,2017,5.4,DataVision Ltd
Machine Learning Researcher,157666,USD,SE,PT,Norway,S,United States,100,"Python, Git, Java, Scala",Bachelor,8,Telecommunications,2024-08-18,2024-10-21,2198,8.0,Digital Transformation LLC
Data Scientist,92399,USD,EN,FT,Denmark,S,Germany,0,"Spark, Python, MLOps",PhD,1,Education,2025-04-24,2025-06-25,1223,5.8,TechCorp Inc
NLP Engineer,64737,USD,EN,FL,South Korea,L,Egypt,0,"SQL, NLP, MLOps, GCP, Tableau",Associate,1,Real Estate,2024-09-08,2024-09-24,1189,6.3,Machine Intelligence Group
Principal Data Scientist,66673,USD,MI,FT,South Korea,M,Israel,100,"Docker, SQL, PyTorch, Spark, R",Bachelor,4,Government,2024-05-15,2024-06-18,1566,9.4,TechCorp Inc
Head of AI,114660,USD,SE,CT,Ireland,S,Ireland,50,"R, Git, Deep Learning, SQL",Associate,8,Automotive,2025-02-08,2025-03-25,2061,9.5,TechCorp Inc
NLP Engineer,90972,USD,SE,FT,India,L,Switzerland,50,"Linux, Python, Mathematics",Associate,6,Technology,2024-01-30,2024-03-08,1148,5.9,Quantum Computing Inc
Autonomous Systems Engineer,50052,USD,EN,FT,China,M,China,50,"R, Data Visualization, PyTorch, AWS",PhD,0,Media,2024-01-19,2024-03-12,1217,6.5,Future Systems
AI Specialist,105020,USD,SE,PT,South Korea,M,South Korea,100,"Tableau, NLP, Scala",Bachelor,7,Finance,2024-04-28,2024-07-01,2434,5.1,Advanced Robotics
